measure,interval_start,interval_end,ratio,numerator,denominator,prior_opioid_rx,age_group,imd_decile
count_wait_imd,2000-05-06,2000-05-12,0.081466395,80,982,,,6
count_wait_imd,2000-05-06,2000-05-12,0.169919633,148,871,,,1 (most deprived)
count_wait,2000-05-13,2000-05-19,0.13814433,134,970,,,
count_wait_prior,2000-05-13,2000-05-19,0.117713004,105,892,F,,
count_wait_prior,2000-05-13,2000-05-19,0.065921788,59,895,T,,
count_wait_age,2000-05-13,2000-05-19,0.155885472,147,943,,18-39,
count_wait_age,2000-05-13,2000-05-19,0.081488934,81,994,,40-49,
count_wait_age,2000-05-13,2000-05-19,0.163289631,137,839,,60-69,
count_wait_age,2000-05-13,2000-05-19,0.077185017,68,881,,50-59,
count_wait_age,2000-05-13,2000-05-19,0.133259912,121,908,,70-79,
count_wait_age,2000-05-13,2000-05-19,0.107218684,101,942,,80+,
count_wait_imd,2000-05-13,2000-05-19,0.132941176,113,850,,,Unknown
count_wait_imd,2000-05-13,2000-05-19,0.141393443,138,976,,,9
count_wait_imd,2000-05-13,2000-05-19,0.099173554,96,968,,,10 (least deprived)
count_wait_imd,2000-05-13,2000-05-19,0.138231631,111,803,,,3
count_wait_imd,2000-05-13,2000-05-19,0.094252874,82,870,,,4
count_wait_imd,2000-05-13,2000-05-19,0.100558659,90,895,,,7
count_wait_imd,2000-05-13,2000-05-19,0.158145065,133,841,,,2
count_wait_imd,2000-05-13,2000-05-19,0.117256637,106,904,,,5
count_wait_imd,2000-05-13,2000-05-19,0.120231214,104,865,,,6
count_wait_imd,2000-05-13,2000-05-19,0.172941176,147,850,,,1 (most deprived)
count_wait,2000-05-20,2000-05-26,0.101057579,86,851,,,
count_wait_prior,2000-05-20,2000-05-26,0.151930262,122,803,F,,
count_wait_prior,2000-05-20,2000-05-26,0.130635838,113,865,T,,
count_wait_age,2000-05-20,2000-05-26,0.13925328,138,991,,18-39,
count_wait_age,2000-05-20,2000-05-26,0.103671706,96,926,,40-49,
count_wait_age,2000-05-20,2000-05-26,0.113660063,109,959,,60-69,
count_wait_age,2000-05-20,2000-05-26,0.107061503,94,878,,50-59,
count_wait_age,2000-05-20,2000-05-26,0.129337539,123,951,,70-79,
count_wait_age,2000-05-20,2000-05-26,0.139728884,134,959,,80+,
count_wait_imd,2000-05-20,2000-05-26,0.143859649,123,855,,,Unknown
count_wait_imd,2000-05-20,2000-05-26,0.102941176,91,884,,,9
count_wait_imd,2000-05-20,2000-05-26,0.067567568,60,888,,,10 (least deprived)
count_wait_imd,2000-05-20,2000-05-26,0.128128128,128,999,,,3
count_wait_imd,2000-05-20,2000-05-26,0.128797084,106,823,,,4
count_wait_imd,2000-05-20,2000-05-26,0.105919003,102,963,,,7
count_wait_imd,2000-05-20,2000-05-26,0.08652793,79,913,,,2
count_wait_imd,2000-05-20,2000-05-26,0.100694444,87,864,,,5
count_wait_imd,2000-05-20,2000-05-26,0.153672316,136,885,,,6
count_wait_imd,2000-05-20,2000-05-26,0.140243902,115,820,,,1 (most deprived)
count_wait,2000-05-27,2000-06-02,0.127035831,117,921,,,
count_wait_prior,2000-05-27,2000-06-02,0.083333333,69,828,F,,
count_wait_prior,2000-05-27,2000-06-02,0.142857143,134,938,T,,
count_wait_age,2000-05-27,2000-06-02,0.107966457,103,954,,18-39,
count_wait_age,2000-05-27,2000-06-02,0.069306931,56,808,,40-49,
count_wait_age,2000-05-27,2000-06-02,0.127791563,103,806,,60-69,
count_wait_age,2000-05-27,2000-06-02,0.139433551,128,918,,50-59,
count_wait_age,2000-05-27,2000-06-02,0.069392813,56,807,,70-79,
count_wait_age,2000-05-27,2000-06-02,0.104328524,94,901,,80+,
count_wait_imd,2000-05-27,2000-06-02,0.060150376,56,931,,,Unknown
count_wait_imd,2000-05-27,2000-06-02,0.09035533,89,985,,,9
count_wait_imd,2000-05-27,2000-06-02,0.129672897,111,856,,,10 (least deprived)
count_wait_imd,2000-05-27,2000-06-02,0.09043659,87,962,,,3
count_wait_imd,2000-05-27,2000-06-02,0.090909091,86,946,,,4
count_wait_imd,2000-05-27,2000-06-02,0.062564103,61,975,,,7
count_wait_imd,2000-05-27,2000-06-02,0.165467626,138,834,,,5
count_wait_imd,2000-05-27,2000-06-02,0.078411405,77,982,,,6
count_wait_imd,2000-05-27,2000-06-02,0.086956522,74,851,,,1 (most deprived)
count_wait_imd,2000-05-27,2000-06-02,0.117404737,114,971,,,2
count_wait,2000-06-03,2000-06-09,0.121243523,117,965,,,
count_wait_prior,2000-06-03,2000-06-09,0.171084337,142,830,F,,
count_wait_prior,2000-06-03,2000-06-09,0.098181818,81,825,T,,
count_wait_age,2000-06-03,2000-06-09,0.089900111,81,901,,18-39,
count_wait_age,2000-06-03,2000-06-09,0.093186373,93,998,,40-49,
count_wait_age,2000-06-03,2000-06-09,0.106995885,104,972,,60-69,
count_wait_age,2000-06-03,2000-06-09,0.125941873,117,929,,50-59,
count_wait_age,2000-06-03,2000-06-09,0.140198511,113,806,,70-79,
count_wait_age,2000-06-03,2000-06-09,0.076074972,69,907,,80+,
count_wait_imd,2000-06-03,2000-06-09,0.130536131,112,858,,,Unknown
count_wait_imd,2000-06-03,2000-06-09,0.098280098,80,814,,,9
count_wait_imd,2000-06-03,2000-06-09,0.131395349,113,860,,,10 (least deprived)
count_wait_imd,2000-06-03,2000-06-09,0.086390533,73,845,,,3
count_wait_imd,2000-06-03,2000-06-09,0.070294785,62,882,,,4
count_wait_imd,2000-06-03,2000-06-09,0.126518219,125,988,,,7
count_wait_imd,2000-06-03,2000-06-09,0.076595745,72,940,,,5
count_wait_imd,2000-06-03,2000-06-09,0.124287343,109,877,,,6
count_wait_imd,2000-06-03,2000-06-09,0.087420043,82,938,,,1 (most deprived)
count_wait_imd,2000-06-03,2000-06-09,0.119854722,99,826,,,2
count_wait,2000-06-10,2000-06-16,0.053763441,50,930,,,
count_wait_prior,2000-06-10,2000-06-16,0.08254717,70,848,T,,
count_wait_prior,2000-06-10,2000-06-16,0.097852029,82,838,F,,
count_wait_age,2000-06-10,2000-06-16,0.055194805,51,924,,80+,
count_wait_age,2000-06-10,2000-06-16,0.136854742,114,833,,18-39,
count_wait_age,2000-06-10,2000-06-16,0.123287671,108,876,,60-69,
count_wait_age,2000-06-10,2000-06-16,0.15503876,140,903,,70-79,
count_wait_age,2000-06-10,2000-06-16,0.076252723,70,918,,40-49,
count_wait_age,2000-06-10,2000-06-16,0.107674685,94,873,,50-59,
count_wait_imd,2000-06-10,2000-06-16,0.078883495,65,824,,,Unknown
count_wait_imd,2000-06-10,2000-06-16,0.116856256,113,967,,,5
count_wait_imd,2000-06-10,2000-06-16,0.158333333,133,840,,,6
count_wait_imd,2000-06-10,2000-06-16,0.088269454,76,861,,,1 (most deprived)
count_wait_imd,2000-06-10,2000-06-16,0.10940919,100,914,,,4
count_wait_imd,2000-06-10,2000-06-16,0.084142395,78,927,,,9
count_wait_imd,2000-06-10,2000-06-16,0.105326877,87,826,,,2
count_wait_imd,2000-06-10,2000-06-16,0.151477833,123,812,,,10 (least deprived)
count_wait_imd,2000-06-10,2000-06-16,0.139308855,129,926,,,3
count_wait_imd,2000-06-10,2000-06-16,0.096808511,91,940,,,7
count_wait,2000-06-17,2000-06-23,0.108577633,100,921,,,
count_wait_prior,2000-06-17,2000-06-23,0.095613048,85,889,T,,
count_wait_prior,2000-06-17,2000-06-23,0.064824655,61,941,F,,
count_wait_age,2000-06-17,2000-06-23,0.15801105,143,905,,80+,
count_wait_age,2000-06-17,2000-06-23,0.113963039,111,974,,18-39,
count_wait_age,2000-06-17,2000-06-23,0.124287343,109,877,,60-69,
count_wait_age,2000-06-17,2000-06-23,0.161603888,133,823,,70-79,
count_wait_age,2000-06-17,2000-06-23,0.126224157,116,919,,40-49,
count_wait_age,2000-06-17,2000-06-23,0.057971014,56,966,,50-59,
count_wait_imd,2000-06-17,2000-06-23,0.090425532,85,940,,,Unknown
count_wait_imd,2000-06-17,2000-06-23,0.130136986,114,876,,,5
count_wait_imd,2000-06-17,2000-06-23,0.063783784,59,925,,,6
count_wait_imd,2000-06-17,2000-06-23,0.062305296,60,963,,,1 (most deprived)
count_wait_imd,2000-06-17,2000-06-23,0.177057357,142,802,,,4
count_wait_imd,2000-06-17,2000-06-23,0.146103896,135,924,,,9
count_wait_imd,2000-06-17,2000-06-23,0.085995086,70,814,,,2
count_wait_imd,2000-06-17,2000-06-23,0.142180095,120,844,,,10 (least deprived)
count_wait_imd,2000-06-17,2000-06-23,0.057712487,55,953,,,3
count_wait_imd,2000-06-17,2000-06-23,0.129568106,117,903,,,7
count_wait,2000-06-24,2000-06-30,0.12599319,111,881,,,
count_wait_prior,2000-06-24,2000-06-30,0.124423963,108,868,T,,
count_wait_prior,2000-06-24,2000-06-30,0.130927835,127,970,F,,
count_wait_age,2000-06-24,2000-06-30,0.080829016,78,965,,80+,
count_wait_age,2000-06-24,2000-06-30,0.07520564,64,851,,18-39,
count_wait_age,2000-06-24,2000-06-30,0.097076023,83,855,,60-69,
count_wait_age,2000-06-24,2000-06-30,0.055,55,1000,,70-79,
count_wait_age,2000-06-24,2000-06-30,0.121089808,120,991,,40-49,
count_wait_age,2000-06-24,2000-06-30,0.174117647,148,850,,50-59,
count_wait_imd,2000-06-24,2000-06-30,0.072301426,71,982,,,Unknown
count_wait_imd,2000-06-24,2000-06-30,0.153846154,132,858,,,5
count_wait_imd,2000-06-24,2000-06-30,0.092161017,87,944,,,6
count_wait_imd,2000-06-24,2000-06-30,0.074111675,73,985,,,1 (most deprived)
count_wait_imd,2000-06-24,2000-06-30,0.118607182,109,919,,,4
count_wait_imd,2000-06-24,2000-06-30,0.090534979,88,972,,,9
count_wait_imd,2000-06-24,2000-06-30,0.064881565,63,971,,,2
count_wait_imd,2000-06-24,2000-06-30,0.15309842,126,823,,,10 (least deprived)
count_wait_imd,2000-06-24,2000-06-30,0.17380661,142,817,,,3
count_wait_imd,2000-06-24,2000-06-30,0.112975391,101,894,,,7
count_wait,2000-07-01,2000-07-07,0.131324004,122,929,,,
count_wait_prior,2000-07-01,2000-07-07,0.103368177,89,861,T,,
count_wait_prior,2000-07-01,2000-07-07,0.1575,126,800,F,,
count_wait_age,2000-07-01,2000-07-07,0.108446298,104,959,,80+,
count_wait_age,2000-07-01,2000-07-07,0.096415328,78,809,,18-39,
count_wait_age,2000-07-01,2000-07-07,0.124039517,113,911,,60-69,
count_wait_age,2000-07-01,2000-07-07,0.084378563,74,877,,70-79,
count_wait_age,2000-07-01,2000-07-07,0.146761134,145,988,,40-49,
count_wait_age,2000-07-01,2000-07-07,0.18102372,145,801,,50-59,
count_wait_imd,2000-07-01,2000-07-07,0.136568849,121,886,,,Unknown
count_wait_imd,2000-07-01,2000-07-07,0.110726644,96,867,,,5
count_wait_imd,2000-07-01,2000-07-07,0.061500615,50,813,,,6
count_wait_imd,2000-07-01,2000-07-07,0.071125265,67,942,,,1 (most deprived)
count_wait_imd,2000-07-01,2000-07-07,0.094610778,79,835,,,4
count_wait_imd,2000-07-01,2000-07-07,0.068069307,55,808,,,9
count_wait_imd,2000-07-01,2000-07-07,0.072555205,69,951,,,2
count_wait_imd,2000-07-01,2000-07-07,0.156945917,148,943,,,10 (least deprived)
count_wait_imd,2000-07-01,2000-07-07,0.127764128,104,814,,,3
count_wait_imd,2000-07-01,2000-07-07,0.173553719,147,847,,,7
count_wait,2000-07-08,2000-07-14,0.170761671,139,814,,,
count_wait_prior,2000-07-08,2000-07-14,0.124231242,101,813,T,,
count_wait_prior,2000-07-08,2000-07-14,0.137894737,131,950,F,,
count_wait_age,2000-07-08,2000-07-14,0.068297655,67,981,,80+,
count_wait_age,2000-07-08,2000-07-14,0.076017131,71,934,,18-39,
count_wait_age,2000-07-08,2000-07-14,0.07027027,65,925,,60-69,
count_wait_age,2000-07-08,2000-07-14,0.158900836,133,837,,70-79,
count_wait_age,2000-07-08,2000-07-14,0.147470398,137,929,,40-49,
count_wait_age,2000-07-08,2000-07-14,0.115555556,104,900,,50-59,
count_wait_imd,2000-07-08,2000-07-14,0.108900524,104,955,,,Unknown
count_wait_imd,2000-07-08,2000-07-14,0.178743961,148,828,,,5
count_wait_imd,2000-07-08,2000-07-14,0.118644068,112,944,,,6
count_wait_imd,2000-07-08,2000-07-14,0.114438503,107,935,,,1 (most deprived)
count_wait_imd,2000-07-08,2000-07-14,0.09283552,92,991,,,4
count_wait_imd,2000-07-08,2000-07-14,0.083839611,69,823,,,9
count_wait_imd,2000-07-08,2000-07-14,0.095936795,85,886,,,2
count_wait_imd,2000-07-08,2000-07-14,0.064903846,54,832,,,10 (least deprived)
count_wait_imd,2000-07-08,2000-07-14,0.127810651,108,845,,,3
count_wait_imd,2000-07-08,2000-07-14,0.087223587,71,814,,,7
count_wait,2000-07-15,2000-07-21,0.128479657,120,934,,,
count_wait_prior,2000-07-15,2000-07-21,0.128526646,123,957,T,,
count_wait_prior,2000-07-15,2000-07-21,0.152284264,150,985,F,,
count_wait_age,2000-07-15,2000-07-21,0.065288357,60,919,,80+,
count_wait_age,2000-07-15,2000-07-21,0.097938144,95,970,,18-39,
count_wait_age,2000-07-15,2000-07-21,0.069037657,66,956,,60-69,
count_wait_age,2000-07-15,2000-07-21,0.100877193,92,912,,70-79,
count_wait_age,2000-07-15,2000-07-21,0.101010101,90,891,,40-49,
count_wait_age,2000-07-15,2000-07-21,0.080851064,76,940,,50-59,
count_wait_imd,2000-07-15,2000-07-21,0.14800995,119,804,,,Unknown
count_wait_imd,2000-07-15,2000-07-21,0.137583893,123,894,,,5
count_wait_imd,2000-07-15,2000-07-21,0.133333333,114,855,,,6
count_wait_imd,2000-07-15,2000-07-21,0.053830228,52,966,,,1 (most deprived)
count_wait_imd,2000-07-15,2000-07-21,0.123523093,115,931,,,4
count_wait_imd,2000-07-15,2000-07-21,0.164179104,143,871,,,9
count_wait_imd,2000-07-15,2000-07-21,0.148109244,141,952,,,2
count_wait_imd,2000-07-15,2000-07-21,0.130861505,120,917,,,10 (least deprived)
count_wait_imd,2000-07-15,2000-07-21,0.110253583,100,907,,,3
count_wait_imd,2000-07-15,2000-07-21,0.109464082,96,877,,,7
count_wait,2000-07-22,2000-07-28,0.109820486,104,947,,,
count_wait_prior,2000-07-22,2000-07-28,0.095477387,95,995,T,,
count_wait_prior,2000-07-22,2000-07-28,0.141683778,138,974,F,,
count_wait_age,2000-07-22,2000-07-28,0.06189968,58,937,,80+,
count_wait_age,2000-07-22,2000-07-28,0.10495283,89,848,,18-39,
count_wait_age,2000-07-22,2000-07-28,0.163450624,144,881,,60-69,
count_wait_age,2000-07-22,2000-07-28,0.142076503,130,915,,70-79,
count_wait_age,2000-07-22,2000-07-28,0.070321812,59,839,,40-49,
count_wait_age,2000-07-22,2000-07-28,0.068859198,67,973,,50-59,
count_wait_imd,2000-07-22,2000-07-28,0.064846416,57,879,,,Unknown
count_wait_imd,2000-07-22,2000-07-28,0.053022269,50,943,,,5
count_wait_imd,2000-07-22,2000-07-28,0.073144105,67,916,,,6
count_wait_imd,2000-07-22,2000-07-28,0.077248677,73,945,,,1 (most deprived)
count_wait_imd,2000-07-22,2000-07-28,0.105820106,100,945,,,4
count_wait_imd,2000-07-22,2000-07-28,0.087645195,83,947,,,9
count_wait_imd,2000-07-22,2000-07-28,0.148148148,132,891,,,2
count_wait_imd,2000-07-22,2000-07-28,0.148456057,125,842,,,10 (least deprived)
count_wait_imd,2000-07-22,2000-07-28,0.164459161,149,906,,,3
count_wait_imd,2000-07-22,2000-07-28,0.12962963,119,918,,,7
count_wait,2000-07-29,2000-08-04,0.105092091,97,923,,,
count_wait_prior,2000-07-29,2000-08-04,0.105485232,100,948,T,,
count_wait_prior,2000-07-29,2000-08-04,0.122426869,113,923,F,,
count_wait_age,2000-07-29,2000-08-04,0.119551681,96,803,,80+,
count_wait_age,2000-07-29,2000-08-04,0.158508159,136,858,,18-39,
count_wait_age,2000-07-29,2000-08-04,0.102771363,89,866,,60-69,
count_wait_age,2000-07-29,2000-08-04,0.131578947,120,912,,70-79,
count_wait_age,2000-07-29,2000-08-04,0.154420922,124,803,,40-49,
count_wait_age,2000-07-29,2000-08-04,0.088164251,73,828,,50-59,
count_wait_imd,2000-07-29,2000-08-04,0.118390805,103,870,,,Unknown
count_wait_imd,2000-07-29,2000-08-04,0.12987013,110,847,,,5
count_wait_imd,2000-07-29,2000-08-04,0.130841121,112,856,,,6
count_wait_imd,2000-07-29,2000-08-04,0.153182309,142,927,,,1 (most deprived)
count_wait_imd,2000-07-29,2000-08-04,0.12,120,1000,,,4
count_wait_imd,2000-07-29,2000-08-04,0.146240989,142,971,,,9
count_wait_imd,2000-07-29,2000-08-04,0.172749392,142,822,,,2
count_wait_imd,2000-07-29,2000-08-04,0.103406326,85,822,,,10 (least deprived)
count_wait_imd,2000-07-29,2000-08-04,0.1328125,119,896,,,3
count_wait_imd,2000-07-29,2000-08-04,0.081053698,80,987,,,7
count_wait,2000-08-05,2000-08-11,0.102040816,85,833,,,
count_wait_prior,2000-08-05,2000-08-11,0.09039548,80,885,T,,
count_wait_prior,2000-08-05,2000-08-11,0.08680947,77,887,F,,
count_wait_age,2000-08-05,2000-08-11,0.176969697,146,825,,80+,
count_wait_age,2000-08-05,2000-08-11,0.138331573,131,947,,18-39,
count_wait_age,2000-08-05,2000-08-11,0.067388688,56,831,,60-69,
count_wait_age,2000-08-05,2000-08-11,0.07654321,62,810,,70-79,
count_wait_age,2000-08-05,2000-08-11,0.067535545,57,844,,40-49,
count_wait_age,2000-08-05,2000-08-11,0.063394683,62,978,,50-59,
count_wait_imd,2000-08-05,2000-08-11,0.115853659,114,984,,,Unknown
count_wait_imd,2000-08-05,2000-08-11,0.123893805,112,904,,,5
count_wait_imd,2000-08-05,2000-08-11,0.065625,63,960,,,6
count_wait_imd,2000-08-05,2000-08-11,0.126865672,119,938,,,1 (most deprived)
count_wait_imd,2000-08-05,2000-08-11,0.127532777,107,839,,,4
count_wait_imd,2000-08-05,2000-08-11,0.170789164,145,849,,,9
count_wait_imd,2000-08-05,2000-08-11,0.114107884,110,964,,,2
count_wait_imd,2000-08-05,2000-08-11,0.105369807,104,987,,,10 (least deprived)
count_wait_imd,2000-08-05,2000-08-11,0.059685864,57,955,,,3
count_wait_imd,2000-08-05,2000-08-11,0.141201264,134,949,,,7
count_wait,2000-08-12,2000-08-18,0.158333333,133,840,,,
count_wait_prior,2000-08-12,2000-08-18,0.060402685,54,894,T,,
count_wait_prior,2000-08-12,2000-08-18,0.09453303,83,878,F,,
count_wait_age,2000-08-12,2000-08-18,0.133333333,108,810,,80+,
count_wait_age,2000-08-12,2000-08-18,0.072800809,72,989,,18-39,
count_wait_age,2000-08-12,2000-08-18,0.080552359,70,869,,60-69,
count_wait_age,2000-08-12,2000-08-18,0.072402938,69,953,,70-79,
count_wait_age,2000-08-12,2000-08-18,0.072800809,72,989,,40-49,
count_wait_age,2000-08-12,2000-08-18,0.154663518,131,847,,50-59,
count_wait_imd,2000-08-12,2000-08-18,0.111515152,92,825,,,Unknown
count_wait_imd,2000-08-12,2000-08-18,0.074853801,64,855,,,5
count_wait_imd,2000-08-12,2000-08-18,0.125,111,888,,,6
count_wait_imd,2000-08-12,2000-08-18,0.074736842,71,950,,,1 (most deprived)
count_wait_imd,2000-08-12,2000-08-18,0.072644722,64,881,,,4
count_wait_imd,2000-08-12,2000-08-18,0.101694915,84,826,,,9
count_wait_imd,2000-08-12,2000-08-18,0.117428925,95,809,,,2
count_wait_imd,2000-08-12,2000-08-18,0.114025086,100,877,,,10 (least deprived)
count_wait_imd,2000-08-12,2000-08-18,0.143364929,121,844,,,3
count_wait_imd,2000-08-12,2000-08-18,0.146153846,133,910,,,7
count_wait,2000-08-19,2000-08-25,0.115183246,110,955,,,
count_wait_prior,2000-08-19,2000-08-25,0.112169312,106,945,T,,
count_wait_prior,2000-08-19,2000-08-25,0.178484108,146,818,F,,
count_wait_age,2000-08-19,2000-08-25,0.107102593,95,887,,80+,
count_wait_age,2000-08-19,2000-08-25,0.160756501,136,846,,18-39,
count_wait_age,2000-08-19,2000-08-25,0.130081301,112,861,,60-69,
count_wait_age,2000-08-19,2000-08-25,0.118937644,103,866,,70-79,
count_wait_age,2000-08-19,2000-08-25,0.1073903,93,866,,40-49,
count_wait_age,2000-08-19,2000-08-25,0.094775213,78,823,,50-59,
count_wait_imd,2000-08-19,2000-08-25,0.124485597,121,972,,,Unknown
count_wait_imd,2000-08-19,2000-08-25,0.141089109,114,808,,,5
count_wait_imd,2000-08-19,2000-08-25,0.143877551,141,980,,,6
count_wait_imd,2000-08-19,2000-08-25,0.085858586,85,990,,,1 (most deprived)
count_wait_imd,2000-08-19,2000-08-25,0.099173554,84,847,,,4
count_wait_imd,2000-08-19,2000-08-25,0.141630901,132,932,,,9
count_wait_imd,2000-08-19,2000-08-25,0.123173278,118,958,,,2
count_wait_imd,2000-08-19,2000-08-25,0.052040816,51,980,,,10 (least deprived)
count_wait_imd,2000-08-19,2000-08-25,0.16464891,136,826,,,3
count_wait_imd,2000-08-19,2000-08-25,0.125269978,116,926,,,7
count_wait,2000-08-26,2000-09-01,0.142322097,114,801,,,
count_wait_prior,2000-08-26,2000-09-01,0.156820623,146,931,T,,
count_wait_prior,2000-08-26,2000-09-01,0.141519251,136,961,F,,
count_wait_age,2000-08-26,2000-09-01,0.080208333,77,960,,80+,
count_wait_age,2000-08-26,2000-09-01,0.140960163,138,979,,18-39,
count_wait_age,2000-08-26,2000-09-01,0.138693467,138,995,,60-69,
count_wait_age,2000-08-26,2000-09-01,0.118769883,112,943,,70-79,
count_wait_age,2000-08-26,2000-09-01,0.160295931,130,811,,40-49,
count_wait_age,2000-08-26,2000-09-01,0.1444333,144,997,,50-59,
count_wait_imd,2000-08-26,2000-09-01,0.130081301,128,984,,,Unknown
count_wait_imd,2000-08-26,2000-09-01,0.104738155,84,802,,,5
count_wait_imd,2000-08-26,2000-09-01,0.135051546,131,970,,,6
count_wait_imd,2000-08-26,2000-09-01,0.145833333,133,912,,,1 (most deprived)
count_wait_imd,2000-08-26,2000-09-01,0.085747393,74,863,,,4
count_wait_imd,2000-08-26,2000-09-01,0.101591187,83,817,,,9
count_wait_imd,2000-08-26,2000-09-01,0.094760312,85,897,,,2
count_wait_imd,2000-08-26,2000-09-01,0.097137014,95,978,,,10 (least deprived)
count_wait_imd,2000-08-26,2000-09-01,0.153333333,138,900,,,3
count_wait_imd,2000-08-26,2000-09-01,0.069822485,59,845,,,7
count_wait,2000-09-02,2000-09-08,0.059217877,53,895,,,
count_wait_prior,2000-09-02,2000-09-08,0.164983165,147,891,T,,
count_wait_prior,2000-09-02,2000-09-08,0.067464635,62,919,F,,
count_wait_age,2000-09-02,2000-09-08,0.088391906,83,939,,80+,
count_wait_age,2000-09-02,2000-09-08,0.101977107,98,961,,18-39,
count_wait_age,2000-09-02,2000-09-08,0.130901288,122,932,,60-69,
count_wait_age,2000-09-02,2000-09-08,0.121089808,120,991,,70-79,
count_wait_age,2000-09-02,2000-09-08,0.114457831,95,830,,40-49,
count_wait_age,2000-09-02,2000-09-08,0.114873035,95,827,,50-59,
count_wait_imd,2000-09-02,2000-09-08,0.162094763,130,802,,,Unknown
count_wait_imd,2000-09-02,2000-09-08,0.093181818,82,880,,,5
count_wait_imd,2000-09-02,2000-09-08,0.101293103,94,928,,,6
count_wait_imd,2000-09-02,2000-09-08,0.130526316,124,950,,,1 (most deprived)
count_wait_imd,2000-09-02,2000-09-08,0.067247821,54,803,,,4
count_wait_imd,2000-09-02,2000-09-08,0.073982737,60,811,,,9
count_wait_imd,2000-09-02,2000-09-08,0.109339408,96,878,,,2
count_wait_imd,2000-09-02,2000-09-08,0.096944152,92,949,,,10 (least deprived)
count_wait_imd,2000-09-02,2000-09-08,0.148664344,128,861,,,3
count_wait_imd,2000-09-02,2000-09-08,0.072507553,72,993,,,7
count_wait,2000-09-09,2000-09-15,0.097161572,89,916,,,
count_wait_prior,2000-09-09,2000-09-15,0.125256674,122,974,T,,
count_wait_prior,2000-09-09,2000-09-15,0.103157895,98,950,F,,
count_wait_age,2000-09-09,2000-09-15,0.080084299,76,949,,80+,
count_wait_age,2000-09-09,2000-09-15,0.151859504,147,968,,18-39,
count_wait_age,2000-09-09,2000-09-15,0.077314344,76,983,,60-69,
count_wait_age,2000-09-09,2000-09-15,0.179829891,148,823,,70-79,
count_wait_age,2000-09-09,2000-09-15,0.092465753,81,876,,40-49,
count_wait_age,2000-09-09,2000-09-15,0.113924051,108,948,,50-59,
count_wait_imd,2000-09-09,2000-09-15,0.139772727,123,880,,,Unknown
count_wait_imd,2000-09-09,2000-09-15,0.142857143,124,868,,,5
count_wait_imd,2000-09-09,2000-09-15,0.13546798,110,812,,,6
count_wait_imd,2000-09-09,2000-09-15,0.078756477,76,965,,,1 (most deprived)
count_wait_imd,2000-09-09,2000-09-15,0.05344296,52,973,,,4
count_wait_imd,2000-09-09,2000-09-15,0.085714286,72,840,,,9
count_wait_imd,2000-09-09,2000-09-15,0.097862767,87,889,,,2
count_wait_imd,2000-09-09,2000-09-15,0.104674797,103,984,,,10 (least deprived)
count_wait_imd,2000-09-09,2000-09-15,0.156470588,133,850,,,3
count_wait_imd,2000-09-09,2000-09-15,0.122807018,105,855,,,7
count_wait,2000-09-16,2000-09-22,0.119133574,99,831,,,
count_wait_prior,2000-09-16,2000-09-22,0.068255688,63,923,T,,
count_wait_prior,2000-09-16,2000-09-22,0.128966223,126,977,F,,
count_wait_age,2000-09-16,2000-09-22,0.136526946,114,835,,80+,
count_wait_age,2000-09-16,2000-09-22,0.142512077,118,828,,18-39,
count_wait_age,2000-09-16,2000-09-22,0.13029316,120,921,,60-69,
count_wait_age,2000-09-16,2000-09-22,0.119018405,97,815,,70-79,
count_wait_age,2000-09-16,2000-09-22,0.127795527,120,939,,40-49,
count_wait_age,2000-09-16,2000-09-22,0.111464968,105,942,,50-59,
count_wait_imd,2000-09-16,2000-09-22,0.117256637,106,904,,,Unknown
count_wait_imd,2000-09-16,2000-09-22,0.06364617,59,927,,,5
count_wait_imd,2000-09-16,2000-09-22,0.135689852,119,877,,,6
count_wait_imd,2000-09-16,2000-09-22,0.10775428,107,993,,,1 (most deprived)
count_wait_imd,2000-09-16,2000-09-22,0.114720812,113,985,,,4
count_wait_imd,2000-09-16,2000-09-22,0.148070907,142,959,,,9
count_wait_imd,2000-09-16,2000-09-22,0.083070452,79,951,,,2
count_wait_imd,2000-09-16,2000-09-22,0.093099671,85,913,,,10 (least deprived)
count_wait_imd,2000-09-16,2000-09-22,0.126486486,117,925,,,3
count_wait_imd,2000-09-16,2000-09-22,0.071428571,61,854,,,7
count_wait,2000-09-23,2000-09-29,0.153439153,145,945,,,
count_wait_prior,2000-09-23,2000-09-29,0.085450346,74,866,T,,
count_wait_prior,2000-09-23,2000-09-29,0.091015169,78,857,F,,
count_wait_age,2000-09-23,2000-09-29,0.070336391,69,981,,80+,
count_wait_age,2000-09-23,2000-09-29,0.063572149,63,991,,18-39,
count_wait_age,2000-09-23,2000-09-29,0.099876695,81,811,,60-69,
count_wait_age,2000-09-23,2000-09-29,0.103729604,89,858,,70-79,
count_wait_age,2000-09-23,2000-09-29,0.108433735,108,996,,40-49,
count_wait_age,2000-09-23,2000-09-29,0.079545455,70,880,,50-59,
count_wait_imd,2000-09-23,2000-09-29,0.158013544,140,886,,,Unknown
count_wait_imd,2000-09-23,2000-09-29,0.069416499,69,994,,,5
count_wait_imd,2000-09-23,2000-09-29,0.114349776,102,892,,,6
count_wait_imd,2000-09-23,2000-09-29,0.099514563,82,824,,,1 (most deprived)
count_wait_imd,2000-09-23,2000-09-29,0.129735936,113,871,,,4
